"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","61291180075","Cano Domingo, Erik","14/08/1992","Vera Herrera, Antonio","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Acosta Valverde, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","antonio@mailintaor.com","c/ de l'aviador Oriol Acosta Valverde","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","89137547211","Bertran Gutierrez, Mohamed","31/03/1994","Gomez Heredia, Oriol","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Villanueva Blasco, Mar","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Mar Villanueva Blasco","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","91798898100","Gracia Royo, Gabriel","19/05/1996","Herrero Nadal, Valentina","+34 XXXXXXX","+34 XXXXXXX","gabriel@mailintaor.com","Mateo Oliver, Jana","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Jana Mateo Oliver","L'Armentera","Albanyà","gabriel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","90029125408","Ortega Lorente, Pablo","26/09/1998","Rivera Saez, Queralt","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Garrido Reina, Gabriel","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Gabriel Garrido Reina","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","64233916975","Millan Sanz, Roger","06/09/1997","Ramos Campos, Lluc","+34 XXXXXXX","+34 XXXXXXX","roger@mailintaor.com","Palau Soler, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Rayan Palau Soler","L'Armentera","Albanyà","roger@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","23314579882","Mateu Alsina, Mohamed","22/07/1998","Cabrera Ramos, Roger","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Benitez Jimenez, Nil","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Nil Benitez Jimenez","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","70480780813","Cabrera Miguel, Valentina","26/12/1992","Costa Peña, Aina","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Jurado Gallego, Biel","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Biel Jurado Gallego","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","75819589920","Sierra Valverde, Alexandra","21/05/1998","Mora Villar, Álvaro","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Bueno Alvarez, Jordi","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Jordi Bueno Alvarez","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","41089821789","Moreno Badia, Pau","08/09/1998","Parra Flores, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","pau@mailintaor.com","Piñol Rodriguez, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Adriana Piñol Rodriguez","L'Armentera","Albanyà","pau@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","33696391103","Alba Salazar, Ian","11/07/1999","Casado Ros, Guillem","+34 XXXXXXX","+34 XXXXXXX","ian@mailintaor.com","Roldan Carreras, Carla","+34 XXXXZZZZ","+34 XXXXLLL","guillem@mailintaor.com","c/ de l'aviador Carla Roldan Carreras","L'Armentera","Albanyà","ian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","19809211485","Prieto Aguilera, Valentina","02/07/1998","Santamaria Ortiz, Ona","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Bonet Ramon, Naiara","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Naiara Bonet Ramon","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","39277332821","Planas Millan, Miguel","01/02/1992","Ribera Nieto, Hugo","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Ribera Alonso, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","hugo@mailintaor.com","c/ de l'aviador Alexandra Ribera Alonso","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","73941382237","Cuevas Sabate, Javier","01/07/1996","Ribera Bosch, Ferran","+34 XXXXXXX","+34 XXXXXXX","javier@mailintaor.com","Cruz Rey, Iris","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Iris Cruz Rey","L'Armentera","Albanyà","javier@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","16045718688","Quintana Cuevas, Blanca","11/11/1991","Guzman Calvo, Miquel","+34 XXXXXXX","+34 XXXXXXX","blanca@mailintaor.com","Ramirez Luna, Abril","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Abril Ramirez Luna","L'Armentera","Albanyà","blanca@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","34894629903","Ortega Acosta, Joel","17/06/1996","Mendoza Rojas, Joana","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Pascual Caballero, Max","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Max Pascual Caballero","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","18444761226","Cabrera Reina, Arlet","27/04/1997","Galan Redondo, Lucas","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Ortiz Galan, Aitor","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Aitor Ortiz Galan","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","15263283633","Bosch Salvador, Marwa","26/12/1990","Rojas Blasco, Adrián","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Blasco Abad, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Alejandro Blasco Abad","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","37866023035","Ramirez Parra, Adam","18/06/1997","Ferre Romero, Emma","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Carbonell Blanco, Sergio","+34 XXXXZZZZ","+34 XXXXLLL","emma@mailintaor.com","c/ de l'aviador Sergio Carbonell Blanco","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","37952865580","Merino Espinosa, Aina","14/09/1995","Prats Gomez, Álvaro","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Hidalgo Gracia, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Víctor Hidalgo Gracia","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","86118864946","Grau Figueras, Elsa","24/05/1991","Pardo Riera, Aleix","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Silva Quesada, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Leyre Silva Quesada","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","89248345906","Cruz Gimenez, Martí","23/08/1993","Oliver Marco, Gerard","+34 XXXXXXX","+34 XXXXXXX","marti@mailintaor.com","Iglesias Cuenca, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Leyre Iglesias Cuenca","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","27905565932","Lopez Roca, Miguel","07/05/1998","Sancho Serra, Laura","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Vives Herrera, Naia","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Naia Vives Herrera","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","97443086029","Blasco Camps, Salma","05/08/1992","Alba Ferrer, Bernat","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Sanz Galvez, Noa","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Noa Sanz Galvez","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","24423184634","Abad Navarro, Clara","05/02/1996","Andres Martin, Lucía","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Ortega Rivera, Joel","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Joel Ortega Rivera","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","62945007291","Codina Prat, Andrea","23/03/1996","Cortes Morales, Sergio","+34 XXXXXXX","+34 XXXXXXX","andrea@mailintaor.com","Pallares Benitez, Blanca","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Blanca Pallares Benitez","L'Armentera","Albanyà","andrea@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","85516099931","Lazaro Gallardo, Iris","30/06/1995","Nadal Cardenas, Ismael","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Luque Roca, Helena","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Helena Luque Roca","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","77499387760","Ruiz Rovira, David","10/03/1998","Bravo Villanueva, Guillem","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Casas Camps, Antonio","+34 XXXXZZZZ","+34 XXXXLLL","guillem@mailintaor.com","c/ de l'aviador Antonio Casas Camps","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","67541024236","Flores Reyes, Miguel","04/08/1999","Singh Serrano, Aya","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Domenech Silva, Izan","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Izan Domenech Silva","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","31124267134","Nuñez Rueda, Bernat","09/12/1996","Crespo Castillo, Nerea","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Morales Sala, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","nerea@mailintaor.com","c/ de l'aviador Marcos Morales Sala","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","30607089890","Castillo Castillo, Bruno","11/08/1998","Gallardo Rios, Aitana","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Sanchez Rojas, Gerard","+34 XXXXZZZZ","+34 XXXXLLL","aitana@mailintaor.com","c/ de l'aviador Gerard Sanchez Rojas","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","34493659293","Ramon Lozano, Erik","30/08/1999","Gonzalez Mora, Inés","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Lozano Alcaraz, Ariadna","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Ariadna Lozano Alcaraz","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","29669674148","Molina Ventura, Martí","18/08/1994","Muñoz Valls, Ivet","+34 XXXXXXX","+34 XXXXXXX","marti@mailintaor.com","Alarcon Millan, Arlet","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Arlet Alarcon Millan","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","20336237142","Sans Villanueva, Bruno","06/06/1998","Serra Ramos, Iker","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Miranda Lazaro, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Elsa Miranda Lazaro","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","61155441749","Carrillo Moreno, Anna","12/12/1992","Guzman Bermudez, Joan","+34 XXXXXXX","+34 XXXXXXX","anna@mailintaor.com","Avila Sola, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Leyre Avila Sola","L'Armentera","Albanyà","anna@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","46333924179","Prat Saez, Marta","23/07/1990","Figueras Vazquez, Gabriel","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Vives Leon, Eva","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Eva Vives Leon","L'Armentera","Albanyà","marta@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","90013643265","Diez Mir, Naia","03/06/1995","Busquets Simon, Isaac","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Aguilar Prats, Mario","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Mario Aguilar Prats","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","43553573291","Zamora Guerra, Aleix","16/10/1998","Bertran Riera, Mar","+34 XXXXXXX","+34 XXXXXXX","aleix@mailintaor.com","Gracia Miranda, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Víctor Gracia Miranda","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","12213492790","Galvez Iglesias, Helena","30/11/1992","Guerrero Plaza, Martina","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Cardenas Farre, Salma","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Salma Cardenas Farre","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","22683866854","Flores Mir, Mohamed","14/11/1995","Asensio Martin, José","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Acosta Capdevila, Eva","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Eva Acosta Capdevila","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","74002326485","Riera Gimenez, Nora","30/12/1999","Acosta Egea, Izan","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Martin Rico, Axel","+34 XXXXZZZZ","+34 XXXXLLL","izan@mailintaor.com","c/ de l'aviador Axel Martin Rico","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","88881753779","Contreras Borras, Elena","02/02/1998","Grau Miranda, Eloi","+34 XXXXXXX","+34 XXXXXXX","elena@mailintaor.com","Aranda Lara, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Rayan Aranda Lara","L'Armentera","Albanyà","elena@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","12911693117","Prats Cruz, Berta","08/04/1994","Paredes Arenas, Ayman","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Valles Casanovas, Emma","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Emma Valles Casanovas","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","20323551052","Sierra Martin, Irene","24/10/1998","Bueno Valles, Miquel","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Ribera Miguel, Martina","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador Martina Ribera Miguel","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","40083702270","Ortiz Ponce, Axel","01/07/1996","Salvador Llorens, Leire","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Padilla Diez, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","leire@mailintaor.com","c/ de l'aviador Sergi Padilla Diez","L'Armentera","Albanyà","axel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","52510651450","Rios Oliver, Ana","09/08/1996","Gracia Borras, Eva","+34 XXXXXXX","+34 XXXXXXX","ana@mailintaor.com","Padilla Montero, Iris","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Iris Padilla Montero","L'Armentera","Albanyà","ana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","68115227053","Robles Izquierdo, Biel","29/04/1996","Padilla Padilla, Judit","+34 XXXXXXX","+34 XXXXXXX","biel@mailintaor.com","Guillen Robles, Mireia","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Mireia Guillen Robles","L'Armentera","Albanyà","biel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","99317969531","Gimeno Martinez, Alan","20/06/1996","Pacheco Abad, Anna","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Camps Ordoñez, Cristina","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Cristina Camps Ordoñez","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","58290989753","Valero Benito, Ismael","15/10/1995","Gil Soto, Diego","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Costa Palau, Emma","+34 XXXXZZZZ","+34 XXXXLLL","diego@mailintaor.com","c/ de l'aviador Emma Costa Palau","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","10884282174","Mesa Salazar, Salma","05/04/1991","Benito Quesada, Gisela","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Casas Garcia, Dídac","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Dídac Casas Garcia","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","17789879070","Flores Puig, Pol","10/12/1999","Cardenas Franco, José","+34 XXXXXXX","+34 XXXXXXX","pol@mailintaor.com","Castaño Cardona, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Elsa Castaño Cardona","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","28193862299","Martinez Marcos, Adam","08/07/1997","Vera Pacheco, Ainhoa","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Ramos Ramirez, Sara","+34 XXXXZZZZ","+34 XXXXLLL","ainhoa@mailintaor.com","c/ de l'aviador Sara Ramos Ramirez","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","62929097624","Alarcon Linares, Javier","15/01/1999","Alba Prat, Samuel","+34 XXXXXXX","+34 XXXXXXX","javier@mailintaor.com","Montero Padilla, Joan","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Joan Montero Padilla","L'Armentera","Albanyà","javier@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","16047040022","Cuenca Hurtado, Roger","26/01/1997","Carrera Merino, Pau","+34 XXXXXXX","+34 XXXXXXX","roger@mailintaor.com","Izquierdo Estrada, Marc","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Marc Izquierdo Estrada","L'Armentera","Albanyà","roger@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","67678383987","Moreno Carmona, Adriana","15/03/1991","Collado Ordoñez, Albert","+34 XXXXXXX","+34 XXXXXXX","adriana@mailintaor.com","Bosch Alvarez, Axel","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Axel Bosch Alvarez","L'Armentera","Albanyà","adriana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","38289040209","Ramos Pastor, Miguel","04/09/1990","Valero Cabello, Marina","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Blanch Guillen, Helena","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Helena Blanch Guillen","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","43448670448","Lopez Franco, Carlos","06/10/1990","Zamora Perez, Xavi","+34 XXXXXXX","+34 XXXXXXX","carlos@mailintaor.com","Farre Garriga, Carlos","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Carlos Farre Garriga","L'Armentera","Albanyà","carlos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","45878810040","Oliver Vega, Valentina","15/03/1994","Duran Crespo, Axel","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Alcaraz Vicente, Miguel","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Miguel Alcaraz Vicente","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","55165245899","Sabate Lorenzo, Bernat","21/08/1999","Ortega Mir, Adrián","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Heredia Roig, Roc","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Roc Heredia Roig","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","61162354934","Fernandez Saez, Unai","20/07/1994","Soria Roman, Víctor","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Oliver Arroyo, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Marcos Oliver Arroyo","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","19856139687","Roig Sanz, Adam","25/01/1991","Rivera Valencia, Cristina","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Benitez Pujol, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Bruna Benitez Pujol","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","72551760207","Rey Vicente, Carla","22/12/1999","Cruz Ferre, Axel","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Miro Rivera, Anna","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Anna Miro Rivera","L'Armentera","Albanyà","carla@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","76840580793","Carrasco Colomer, David","09/01/1990","Piñol Galindo, Eva","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Muñoz Comas, Mar","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Mar Muñoz Comas","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","69909435756","Merino Castillo, Joan","21/06/1994","Amaya Pereira, Judith","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Perez Dalmau, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Bruna Perez Dalmau","L'Armentera","Albanyà","joan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","76062002669","Pallares Carbonell, Xavier","18/05/1990","Gimenez Escudero, Marta","+34 XXXXXXX","+34 XXXXXXX","xavier@mailintaor.com","Cano Ramos, Laia","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Laia Cano Ramos","L'Armentera","Albanyà","xavier@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","95240314682","Camps Redondo, Elena","23/03/1995","Cardona Gimeno, Lucía","+34 XXXXXXX","+34 XXXXXXX","elena@mailintaor.com","Manzano Prat, Roc","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Roc Manzano Prat","L'Armentera","Albanyà","elena@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","90239140728","Franco Marco, Abril","15/12/1994","Castaño Mir, Jaume","+34 XXXXXXX","+34 XXXXXXX","abril@mailintaor.com","Gracia Castro, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Adrián Gracia Castro","L'Armentera","Albanyà","abril@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","62926018939","Muñoz Diez, Carlota","19/03/1995","Gonzalez Luque, Arnau","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Domenech Cortes, Jana","+34 XXXXZZZZ","+34 XXXXLLL","arnau@mailintaor.com","c/ de l'aviador Jana Domenech Cortes","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","66492167117","Mir Moreno, Ariadna","22/12/1999","Cabrera Parra, Ainara","+34 XXXXXXX","+34 XXXXXXX","ariadna@mailintaor.com","Domingo Gimeno, Salma","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Salma Domingo Gimeno","L'Armentera","Albanyà","ariadna@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","31495382543","Casanova Peña, Carlota","01/01/1992","Izquierdo Cardona, Lluc","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Fuentes Roman, Biel","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Biel Fuentes Roman","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","66477935439","Marin Lopez, Axel","21/05/1991","Dalmau Velasco, Mohamed","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Blasco Asensio, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Oriol Blasco Asensio","L'Armentera","Albanyà","axel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
